Molecule	Protein	Gene	UniProt	C1	C2	C3	C4	C5	C8	C9	C11	C14	C15	C16	C17	C18	C19	C20	C21	C24	C25	C26	C27	P1	P2	P4	P6	P9	P11	P13	P17	P18	P19	P20	P21	P24	P25	P27	P28	P29	P30	P31	P32
10426-21	GOSR2	GOSR2	O14653	143.6	187.3	2437.5	152.1	224.4	113	171.5	236.8	170	192	159.9	102.1	162.9	179.9	150	229	139.6	83.7	132.5	162.9	91	119.9	389	98	107.7	114.9	113.5	121.6	145.4	166.8	91.8	109.4	176.6	178.1	275.6	134	273.9	226.2	227	195.8
10427-2	Fc_MOUSE		Q99LC4	784.7	695.7	623.7	955.6	801.4	617.2	946	1197.5	744.1	1030.7	553.3	774.6	937.2	1147.6	758.8	883.8	1302.1	545.7	666.5	838.5	585.1	975.6	1015.5	1111.8	1248.1	602.3	712.2	835.9	931.9	780.8	2571.8	1056.2	812.8	808.8	738.2	708.1	1305.6	868.2	1060	1389.5
10428-1	KI2S2	KIR2DS2	P43631	1653.9	1618.3	645.5	1927.5	1237.5	1504.5	2218.6	802.5	1771.4	1796.9	2441.6	2122.7	1813.3	1825.9	2080.7	3403.2	1949.1	1289.8	2332.9	1414.3	1864.5	1460.6	1122.4	2837.6	1802.7	2499.9	1616	2609.7	2680.7	1150.5	1844.6	1969.6	3304.3	699.5	2206.9	1053.1	1406.3	1843.3	1055.6	2051.4
10430-31	4F2	SLC3A2	P08195	125.9	153.2	197	116.1	147.5	154.8	143.7	203.1	143.2	147.8	191.4	127.2	135.6	155.9	138	190.9	216.8	116.5	153	157.7	117.6	137.2	197.3	117.8	134.3	129.2	152.5	191.2	123.9	390.2	118.9	115.2	319.8	184.4	148.6	144.3	162.4	153.9	174.2	152.2
10432-3	K1644	KIAA1644	Q3SXP7	110.4	117.8	99.3	106.3	90	113.4	115.1	100.1	117.3	226.6	94.4	127.4	313.5	126.9	123.6	77.1	128.1	113.6	113.9	133.7	141.6	139.5	119.6	136	123.4	118.7	103.2	114.1	101.8	118.5	123.2	696.9	105.7	105.3	105.9	102.3	102.7	111.7	109.3	109.3
10435-2	ASPG	AGA	P20933	583.9	585.8	496.7	546.2	532	589.3	782.5	480.2	588.9	576.3	580.1	583	619.7	601.3	636.2	704	538.4	574.4	589.5	522.3	644.1	628.5	575.6	639	620.9	566.3	548.8	581.9	580.2	586.5	674	661.3	566.4	544.1	585.4	544	542.1	517.8	490.4	654
10438-19	CSF2R	CSF2RA	P15509	1385.9	1000.6	1261.4	1014.3	1357.7	1410.2	1539.8	1151.4	1250.9	845	1573.3	821.7	1151.6	1407.7	1131.5	2040	1060.6	1213.8	1023	773.1	1171.6	1077.5	1267.7	943.1	1103.2	858.6	1323.1	987.5	1309.1	1128.5	1043.1	986.9	1372.4	1035.8	897.7	1217.8	1409.6	1436.2	1696.2	870.5
10440-26	ACAM	CLMP	Q9H6B4	1012.6	870.8	953.5	1075.5	1181.2	998.7	1105.4	1092	1050.7	1056.7	851	1089.7	957.8	1238.6	993.1	1040	932.7	1132.6	901.8	1167.8	1325.5	976.2	1281	1450.5	1088.2	1767.8	1055	1011.4	1155.3	1092.7	1067.3	1110.7	1535.4	1167.2	1597	1169	1222.7	1262.8	1061.7	1160.1
10442-1	TM190	TMEM190	Q8WZ59	128	279.9	153.6	128.3	174	268.3	229.3	158.4	299.5	112.1	141.4	192.9	263.4	190.3	208.4	177.1	113.5	115.6	107.3	364	332.2	295.9	110.4	285.5	177.8	167.7	160.4	250.7	111.9	207.2	117.2	251.9	186.7	288.6	392.7	106.9	270.8	391.5	353.5	431.9
10445-20	ApoM	APOM	O95445	1205.5	1037.8	1513.3	1195.7	992.4	821.3	914.5	1181.4	1111.2	1310.8	1032.2	998.8	1200.3	1865.5	1010.1	1098.4	827.4	923.3	1174.1	1168.9	899.1	877.4	1758.1	813.9	1131.8	1032.7	1124.4	914.9	1026.3	1021.9	854.9	749.5	1139.8	998.2	1545	961.2	1203.2	1072.7	1399.9	1145.3
10447-18	PABP3	PABPC3	Q9H361	2481	2332.4	1750.3	2659.6	2557.2	2975.7	2618	2583	3122.6	4020.9	2777.2	3685.3	2974.4	3089.5	2615.8	2113.9	3959.5	3401.3	4135.3	3259.2	2970.7	2719.4	2467	2498.6	2495.9	3268.1	2767.9	4777.5	3353.4	3259.8	2979.7	2618.7	3314.5	2731.7	2874	3183	2781	2871	3584.5	3043.4
10449-31	TMM46	SHISA2	Q6UWI4	3202.9	2519	3134.3	3341.9	3425	2339.5	3369.8	2774.9	2677.3	2373.8	2505.6	1921.5	2105.5	2410.1	2257.8	2771.2	2300.2	1986.8	2920	2042.5	1911.6	2149	4689.3	2250.4	2233.1	2365.4	1819.1	2268.3	3657.7	2408.3	2084.5	1548.4	2335.3	2371	3463.9	2530.4	3058	2829.5	2541.6	2817.5
10451-11	NUCB1	NUCB1	Q02818	1994.1	3171.1	2923.2	2033.4	2148.4	2290.4	1834.3	2040.4	1991.5	2549.4	4487.8	1997.5	1963.1	2078.6	1975	5927.3	2593.8	2006.4	2167.6	2202.4	1926.8	1899.1	2765.3	2105.4	1884.3	1737.1	2638.5	2433.5	1476	2509.1	2440.4	2579.3	1774.5	2214.8	2030.4	1990.1	2568.4	2035.3	2222.4	2599.2
10452-24	Fc_MOUSE		Q99LC4	1101.3	846.1	1071.7	1039.1	1172.5	769.5	1116.3	1033.2	885.6	821	966.6	641	694.3	836.6	845.2	1151.2	742.2	626.2	937.9	684.4	672.4	686.6	1586.3	717	806	777.4	695.4	756.8	1074.2	824.3	692.7	512.6	758	864.8	1113.7	813.2	1051.8	932.4	900.3	938.5
10453-7	CEA20	CEACAM20	Q6UY09	99.8	99.9	100.2	94.3	103.2	101.1	138.1	103.3	101.5	104.8	96.6	167.6	96.7	99.7	99.4	108.4	102.4	83.4	94.7	101.9	82.1	97.6	129.7	104.6	98.2	96.6	84	107.3	120.1	104.4	89.9	96.2	142.3	100.5	108.4	93.6	120.6	125.9	99.2	99.2
10454-99	DJC16	DNAJC16	Q9Y2G8	200.4	205.9	194.4	223.4	182	349.5	311	345.5	387	423.9	445.2	475.8	434.6	289.6	248.8	410.9	460.6	687.8	518.4	300.4	259.5	316.2	150.2	183.2	627.3	531	326.7	1035.7	257.4	281.2	393.9	182.8	245.5	268.4	140.4	445.8	145.9	361.7	326.6	208.1
10455-196	IL-31	IL31	Q6EBC2	302.5	411.9	368.7	307.8	355.8	423.4	826.4	443.6	295.7	451.7	721.8	349	400.3	288.5	387.8	293.6	622.1	407.8	511.9	407.5	526.8	402.6	352.4	5395.1	583.3	376.1	490	424.8	374.2	300.6	293.8	629.8	367.8	349.6	348	437.4	586.5	314.8	360.3	353.5
10461-57	Fc_MOUSE		Q99LC4	154.7	165.1	164.2	181.4	146	162.2	163.8	164.1	154.1	162.6	150.2	166.3	174.6	159.5	155.5	156.3	168.5	154.6	156.8	175.3	172.1	179.5	177.5	165.6	160.5	154.3	160.9	166.8	153	159.1	167.4	184.9	159.1	227.2	162.3	162.9	153.3	164.1	180.9	165.6
10462-14	INSL5	INSL5	Q9Y5Q6	232.8	244.2	239.6	192.6	230.8	269	325.9	260	265	314.4	268.7	231	384.1	276.9	257.7	219.5	343.3	218.4	240.4	289.9	426.3	420.3	340.4	247.3	228	232.7	238.4	363.4	219.5	335.8	218.4	243.6	215.5	303	262.9	212.7	256.4	325.8	267.1	390.1
10464-6	ANTR1	ANTXR1	Q9H6X2	1231.9	1487	1391.9	1530	1162.8	1835.5	1742.1	1550.4	1708.1	2089.5	1287.7	1985.4	1597.9	2568.8	2469.7	1143.5	1619.6	2057.7	1551.9	2311.6	1795.2	1974.2	1798.2	1435.1	1580.4	1639.4	1603.1	1673.9	2187.9	1916.4	1352.6	1778.1	1933.4	1383.3	2410.5	1486.5	2129.7	1569	2497	1827.7
10467-58	Fc_MOUSE		Q99LC4	440.8	462.8	521.4	467.1	502.6	492.5	427.4	628.9	401.1	454	599.4	381.9	371.5	411.4	600.7	612.2	460.8	423.3	448.1	417	400.6	386.8	518.5	395.2	498.4	405.2	484.5	366.2	461.8	434.1	412.5	398.1	386.8	437.4	526.9	406.4	415.9	404.2	398	437
10471-25	Fc_MOUSE		Q99LC4	500.8	1956.9	513.3	475.3	510.5	590	860.3	558.5	533.1	554.3	687	618.3	596.7	501	565.8	824.5	585.4	455.1	501.2	411.6	420.2	548.4	1238.5	535.4	549.6	509.2	553.7	511	411.2	477.9	529.1	618.8	424.6	577.4	461	484.3	622.4	492	466.8	505.6
10476-23	Fc_MOUSE		Q99LC4	5418.3	9215.2	2324.8	2932.4	7980.3	7749.4	2603.6	2387.6	4717.8	12232.7	3195.8	4218.7	6034.4	2435.5	4985.6	1695.5	3146.1	13521.8	7438.3	8381.8	4417.9	3943.3	4231	3722.8	5097.9	4157.8	1689.5	4769.8	2108.1	5489.7	8180.5	29140.7	5618.8	4831.9	4698.6	1802.6	2980.4	8006.8	2073.9	3305
10477-162	Fc_MOUSE		Q99LC4	36.9	213.9	469.3	46.7	383.6	25.9	46.7	682.6	115.7	402	30.4	41	317.5	415.9	57.6	120.9	50.2	28.3	32	531.4	30.3	166.1	841	26	27.9	37.4	42.9	48.3	40.1	139	31.6	163.1	435.2	312.4	435.8	84.3	1765.4	771.3	617.6	370.4
10485-56	MAGE-4	MAGEA4	P43358	7.5	30.8	28.4	5.4	36.4	4.3	4.7	37	19.5	48.4	5.4	12.2	55.6	71	14	8.5	8.9	4.5	9.9	64.4	9.9	10	80.8	6	6.3	6.5	8	10	10.8	25.1	43.6	41.6	70.4	31.5	43.8	14.7	88.5	75.8	49.8	39.2
10489-19	Fc_MOUSE		Q99LC4	177.7	134.4	146.5	160.1	150.4	121.2	176.1	148.7	155.7	139.8	138.7	113.1	119.3	132.1	137.7	156	149.7	112.2	134.6	123.2	116.6	130.2	233.2	133.8	123.8	122.1	99.1	122.6	160.4	128.2	118.1	94.4	124.7	121.7	168.4	151.7	172.7	165.8	130.1	142.1
10490-3	RPN1	RPN1	P04843	2560.6	2267.1	1804.3	2419.5	2394.5	2029.5	2217.3	2582.4	2492	3137.9	1937.4	2524.3	3227.5	3223.5	2797.1	1894.4	3469.5	3191.4	2840.9	2929.5	2976.2	4252.6	10386.8	4099	2092.4	3174.8	1831.6	3668	2669.4	2776.3	9069.6	2362.7	2561.3	2855.1	2268.5	2639.4	2600.2	3188.3	2321.1	2593
10491-21	Fc_MOUSE		Q99LC4	2579.5	1949.3	2717.9	2762.2	4240.7	1668.9	2860.2	2199.7	2147.4	1853.5	1457	1310.6	1586.6	1933	1581.5	1519.6	1816.3	1467.8	2487.9	1735.8	1533.2	1631.2	4670.9	1641.2	1772.5	2077.2	1204.3	1495.9	3281.1	1753.5	1846.4	1064.2	2107.2	2212.1	3148.3	2300	2163.1	1965.7	2230.6	2286.4
10494-48	Fc_MOUSE		Q99LC4	188.1	206.3	185.9	172.7	157.2	204.5	184.4	185.8	210.7	212.3	168.3	215	206.5	185.4	202.5	159.3	251.9	188.4	186.3	190.2	190.5	194.4	189.3	255.4	192.6	179.1	185.4	178.6	185.8	193.1	612.6	559.3	207.3	186.2	156.6	173.8	212.3	187.1	193	210.3
10495-10	Fc_MOUSE		Q99LC4	152	143.9	128.3	411.6	119.5	195.4	158.2	132.7	127.1	193.5	128.7	128.7	141.2	141.2	131.6	141.9	136.1	155.9	139.7	136.5	120.9	136.9	166.1	147.8	190.9	119.9	177.6	129.7	108	140.5	133.9	228.7	126.9	136.4	113.5	117.7	137.7	126.6	126	119.3
10496-11	CaCC	CLCA1	A8K7I4	1334	1490.2	1215.3	1416.4	1049.4	3796.4	1559.4	1408.7	2201.5	2233	1498.3	2161	1904.9	1536.6	1291.4	1558.6	2133.3	1918.9	1708.3	2477.2	1376.6	1690.3	1959.8	1767.3	2294.7	1921.7	1852.6	1834.4	1953.9	2177	1696.8	2465.4	2226.2	1894.2	1588.8	1412.6	1717	2256.3	1768.5	2142.4
10497-242	Fc_MOUSE		Q99LC4	284.6	255.8	244.1	280.4	311.5	238.8	248.9	215.4	290	207.4	223.3	296.7	258.8	226.5	269.7	234.5	363	319.3	223.2	227.5	319.8	336.7	340.2	537.3	244.7	275.2	307.2	328.7	313	299.3	273.2	253.1	253.3	280	261.8	282.2	347	266.3	247.7	243.2
10499-1	T106A	TMEM106A	Q96A25	217.7	219.7	194.1	205.3	384.7	238.7	237	167.3	195.5	203.3	258.1	238.7	190.3	241.2	231.7	294.8	308.5	263.2	394	179.4	213	189.6	683.4	213.1	191.5	198.8	291.8	263.3	204.2	265.5	229.6	157.4	210.2	217.8	173.1	235.6	208.3	254.6	248.1	242.6
10501-3	Fc_MOUSE		Q99LC4	5.4	23.3	34.6	5.3	31.9	3.7	6.5	59.1	14.2	31.4	4.3	5.9	23.6	34.3	8	9.6	6.3	3.3	4.5	114	4.9	7	69.9	3.9	3.5	4.2	5.1	5.6	6.4	15.4	3.2	16.9	42.5	26.1	42.4	8.9	51.6	45.3	38.2	23.2
10502-15	Fc_MOUSE		Q99LC4	490.4	597.5	537.4	494.2	442.5	517.6	556	529.3	462.4	581.9	736.1	405.4	446.4	493.6	406.1	614.4	391.1	2221.7	410	378.5	352	380.5	695.1	441.1	412.2	400.9	409.2	387.6	704.5	448.8	370.7	821.8	500.4	486.5	492.2	416.5	552.5	471.8	432.2	479
10503-55	Fc_MOUSE		Q99LC4	908.7	935.8	2734.8	842.5	1095.9	845.4	903.7	1016.8	887.2	1040.7	951.8	690.5	696.6	894.4	860.3	1138.5	702	576.5	900.1	645.6	727.7	685.7	1296	709	859.9	778.3	859.7	728	946.2	737.2	644.6	584.5	713.5	1106.1	1182.2	1203.3	814.6	742.1	892.1	906
10504-6	Fc_MOUSE		Q99LC4	198.8	208.6	207.2	222.5	184.8	213.1	226.7	189.7	195.6	218.2	228.7	215	211.9	202.7	227.3	238.7	227.6	198.8	229.7	212.8	208.7	226.2	215.2	264.1	217.4	268.8	243.7	198.3	220.4	203.8	223.1	216	200.8	213.2	189.6	196.1	203.1	192.1	213.3	208.5
10506-53	PGRC2	PGRMC2	O15173	1320	1003.6	684.5	1021.1	866.2	973.3	1111.2	854.2	1213.8	1175.4	891.9	1062.4	1167	2110.1	993.9	923.5	2480.1	1259.7	1175.6	1206.7	1042	962.7	906.1	1273.8	925.6	1032.9	884.4	1407.5	906.6	1081.7	1926.1	833.5	1063.2	962.6	1092.3	1091	2438.1	929.2	1935.3	1034.3
10507-166	sperm protein 10	ACRV1	P26436	775.6	183.3	196.8	179.2	178.7	178.1	202.4	204.7	178.1	177.4	202.6	166.6	232.4	191.7	175.2	217.3	174	178.7	243.7	175.2	165	182.8	239.7	262.5	179.7	173.5	183.3	163.1	176.3	476.1	321	278.9	165.8	211.2	188.9	170.5	194.2	177.1	173.1	68780.2
10510-62	SCIMP	SCIMP	Q6UWF3	131.5	137.4	202.4	129	132.9	144.2	848.6	137	134.1	132.1	127.9	157.6	233.2	132.7	150.2	110.8	161.3	145.8	129.2	166.3	156.5	162.3	134.5	177.2	164.4	141.3	142.2	139.4	127	152.7	152.8	391.2	131.9	152.6	140.4	131.8	155.2	165.6	142.4	145.2
10511-10	Collagen alpha-3(VI)	COL6A3	P12111	55.5	351.1	1379.3	47	886.5	36.2	38.6	1203.9	200.3	925.4	50	66	529.7	896.6	74.7	147.6	65	27.3	34.1	1000.4	47.3	93.3	1759.6	34.1	29	55.2	75.4	49.2	64.2	224.1	23.6	331.1	1095	683	1242.8	148.8	1585.7	1245.4	1499.1	383.3
10512-13	IL3RB	CSF2RB	P32927	200	179.6	191.6	209.9	165.8	227.9	229.7	198.3	216.2	235.9	203.9	320.2	240.1	222.1	235.1	202.4	266.1	215.6	180	271.1	235.9	240.7	239.6	250.2	266.5	208	194.7	172.4	188	181.3	239.1	179.2	213.4	189.1	182.7	203.9	211.3	203.3	151.6	258.6
10513-13	CSEN	KCNIP3	Q9Y2W7	528.7	1354.6	554.5	534.8	678	885.4	583.2	500.8	581.7	692.6	615.1	825.6	503.3	519.6	556.1	534.8	511	562.2	546.8	605.5	452.7	575.7	827.6	526.1	519.2	447.1	400.2	460.8	541.7	527.5	655.7	795.2	612.3	569.7	587.7	758.9	1071	586.1	465.4	504.2
10514-5	PGD2 synthase	PTGDS	P41222	16925.3	12960.4	14832.6	12760	15823.3	11425.5	14233.3	15500.5	12659.3	14647.3	14196.8	15171	11545.9	10855.6	13016.6	19499.2	13471.9	14830.6	16914.3	11969.9	14699	14631	13234.8	18106	13698.9	17700.6	18338.3	12907.9	18644.4	16709	13059.3	14705.5	20420.9	15845.4	18234	14229.4	11943.9	19971.7	15985.1	12284
10516-53	Fc_MOUSE		Q99LC4	46.7	48.6	38.4	47.2	44	54	52.5	41.3	50	98.9	35	57.6	92	49.3	56.1	30.9	55.5	55	45.8	59.7	57.6	64.1	52	59.9	118.6	48.1	43.9	47.7	48.7	50.2	55.5	64.3	51.5	46.8	63.3	40.4	62.9	53.8	47	49.2
10518-14	Fc_MOUSE		Q99LC4	71.6	78.1	72.8	69.8	68.3	77	73.8	72.2	75.2	79.7	67.2	83.9	116.5	81.2	80.1	68.9	84.4	74.7	69.9	93.1	85.9	88.5	80.9	99.8	136.9	71.2	74.8	74.5	69.4	77	130.8	86.7	73.5	78.2	77.6	72.7	185.6	73.9	74.7	74.1
10521-10	MXRA8	MXRA8	Q9BRK3	404.4	537	574.1	488.4	401	450.5	497.7	566.5	504.9	594	1009.7	561.3	491.4	555.1	551.4	638.2	393	642.8	464.9	479.1	513.2	608	506.2	407.1	520.9	436.1	530.5	617.6	480.7	518.7	449	412.6	520	349	689.9	560.1	494.7	413.4	704	527.9
10522-167	Fc_MOUSE		Q99LC4	10575.9	9322.9	11805.1	10689.5	16836.9	6963	12305.5	9641.5	9037.1	7117.1	6665.1	4701	6697.3	8570.9	6124	7839.2	7410	5362.9	10211.2	6623.4	5869.9	6290.2	18637.6	6154.5	7375.4	7783.5	5407.3	6257.8	13878.3	8181.4	5148.7	3629.2	8386	9616.6	14959.4	10276.6	9717.6	9018.2	10183.7	10282.3
10527-22	DHX9	DHX9	Q08211	345	321.7	315.7	327.6	368.4	278.6	388.9	311	395.1	301.4	290.3	241.9	273.4	293.3	287.5	350.9	667.3	248.1	315.8	383.4	261.6	278.1	530.7	269.3	271	270.2	236.9	284.6	350.7	290.5	270.4	240.5	280.3	276.9	365.4	273.9	982.2	345.7	290.9	324.8
10529-19	Fc_MOUSE		Q99LC4	272.1	272.6	283.6	272	263.2	287.2	298.3	288.6	276.2	289.5	284.2	249.7	273.3	276	268.6	297.2	268.2	236.3	276.2	283.9	249.1	267.1	353.2	298.6	259.5	267.8	260.9	243.1	268.9	264.2	262.3	260.4	253.8	293.7	282.9	255.8	296.4	269.7	268.9	277.2
10530-8	PSB6	PSMB6	P28072	309.2	341.4	354.5	317	328.8	346.9	328.9	315.1	306.2	355.8	314.5	299.4	401.4	337.8	308.3	327.9	310.2	273.4	280.6	346.6	289	357.4	400.8	340.2	282.5	325.2	345.1	312.4	304.8	323.4	316.2	313.3	344.3	319.1	379.4	292.5	358.7	355.8	338.8	331.9
10531-18	RASN	NRAS	P01111	2776.2	2328.4	932.5	3250.9	1940.6	1983.5	2247.7	1291.6	2551.9	3387.5	2063.7	2425.3	2571.6	2137.4	2861.1	2263.7	2074.7	2559.6	1924.1	2552.1	2504.7	2157	2073.7	2567.8	1741.4	2135.4	1627.1	3285.4	2223.7	2661	2612.4	3436.9	3504.5	1532.5	3454.3	2010.9	1993.5	3136.7	2433.2	2542.7
10533-1	Fc_MOUSE		Q99LC4	242.1	185.1	242.2	205.9	237.8	156.8	214.9	238.7	190.2	181.2	190.1	179.7	183.3	180.9	1154.8	207.2	172.9	132.4	188.3	152.5	154.1	159.5	325.1	153.1	170.5	159.4	137.3	149.5	215.3	169.6	137.9	133.8	164.3	202.2	248.8	178.3	221.9	209.5	194.9	200.1
10534-40	PARP	PARP1	P09874	211.6	221.8	222.2	383.9	218.6	220.6	214.5	239	216	208.2	236.7	194	234.1	271.2	201.5	228.9	228	184.2	192.8	246	192.6	212.6	263.6	278.3	207.3	204.6	218.3	225.4	204.6	212.1	194.3	209.2	213.1	216.9	623.3	200.9	249.7	222.7	210.2	218
10535-25	CX6A2	COX6A2	Q02221	101.7	132.9	112.7	301.7	217	90.8	96.3	113.7	108.9	106.7	152.8	1085.2	108.7	113.3	80.3	100.9	116.5	72.1	128.5	169.2	72	92.4	175.4	80	226.8	85.4	316.1	422.5	125.7	114.1	83.6	73.7	274.7	185.6	133	293.7	160.7	205.9	377.6	154.4
10539-30	C99L2	CD99L2	Q8TCZ2	857.2	522.7	435.7	492.7	503.4	465	587.4	489.3	476.3	419.3	525.2	450.5	420.1	496	471.5	549.7	449.3	427.9	455.1	406.5	399.3	424.6	587	527	443.7	425.1	419.6	429	490.3	434.3	450	381.6	462.9	439.3	500.4	424	483.7	435.3	435	492.2
10546-2	TSEAR	TSPEAR	Q8WU66	606.2	645.4	745	620.3	1344.6	628.9	653.9	807.3	644.6	688.1	497.8	686.1	16461.4	668.3	521	576.7	632.6	597.4	738.7	719.8	580.3	819.3	1066.2	482.6	592.9	667.6	437.9	573.4	727.3	625.1	433.7	397.6	614.5	854.7	817.4	669.8	720.6	713.8	708.4	689.2
10547-42	Fc_MOUSE		Q99LC4	442.9	459.3	488.6	447.4	416.6	479.8	502.4	473.3	482.2	474.6	497.5	493.2	580.2	482.9	589.7	507.4	453.1	439.6	439.9	464.4	516.5	487.8	506.7	479.4	492.7	438.7	494	467.4	437.6	470.4	521.6	469.8	525.8	676.3	451.7	450	434	475.7	455.1	440.2
10548-35	Fc_MOUSE		Q99LC4	1308.2	1628	915.4	1935.8	1373.3	1234.1	1693.3	1871.5	1164.2	1142	938.6	1172.9	1276.3	1508.4	1164.3	2087.8	1587.9	1697.2	1138.1	1033.1	1007.2	1918.2	2315.6	1226.1	988.7	1408.2	1230.7	1543	1254.3	1662.8	1809.7	1495.2	1541.7	1273.3	1367.6	1385.8	1707.8	1353.5	1419.3	2607.5
10550-37	BMP RIB	BMPR1B	O00238	551.9	388.8	402.3	404.9	402.7	347.4	453.7	442.2	425.1	381.1	677.8	347	494.3	387.7	396.4	464.4	362.3	354.2	380.6	365.8	322.4	899.7	564.1	369.4	366	351.5	334.7	373.7	421.1	400.8	352.7	287.9	388.4	392.7	537.8	364.4	453.8	422.3	381.4	394.9
10551-7	LAT	LAT	O43561	1454.8	869.8	1028.5	4124	40360.8	1354.3	1338.7	4119.9	1925.9	984.2	1234.8	2107.5	642.3	3736.3	1436.1	528.3	5153.7	4647.4	674.9	1397.3	1625	1673.6	1960.3	1770.3	1567	796.4	493.3	2810.9	2906.2	1891.4	15902.1	2669.6	816.3	614.7	651	550.9	1111.1	937.9	1335.2	4226
10552-88	NKG2F	KLRC4	O43908	343.2	865.7	384.6	327.2	337.4	330	317.8	384.8	358.7	374.2	706.5	354.2	300.3	379.4	296.1	385	364.9	342.8	369.1	1674.5	297.8	356.9	495.2	303.9	335	356	356.7	355.5	357.1	327.7	310.4	370.6	324.2	360.4	393.1	353	366	355.9	398.3	483.5
10553-8	TOIP2	TOR1AIP2	Q8NFQ8	1567.2	2048.5	1217.2	1618.4	1604.7	1551	1763	1835.8	2268.3	2174.7	1501.3	2174.6	2018.9	1793.8	1666.1	1593.2	1894.5	1907.1	1867.4	2015.1	1694.5	1810.5	2175.4	1679.6	1683.7	1798.2	1678	2261.2	1926.2	1870.5	2825.2	1677	2182.8	3270	2128.6	1921.7	1792.1	2184.3	2009.5	2301.1
10554-23	BGAL	GLB1	P16278	5.9	17.8	22.9	6.5	20.3	6.7	11.5	28.9	13.9	28	10.3	5.6	25.6	31.6	10.1	20.9	9.4	4.7	6.3	46.4	5.6	6.5	48.3	7.2	7.1	6	11.6	7.8	5.5	16.1	6.7	16.7	57.5	22	21.7	8.6	59.3	37.1	39	17.5
10557-6	TEX29	TEX29	Q8N6K0	1228.5	1273.5	1926.8	1322.4	1313.5	2753.4	2219.7	1272	1558.5	1258.4	2850.2	1346.6	1076	993.7	1435.9	3694.9	1436.5	1004.6	1432.4	1049	1202.7	1145.1	990.4	1498	1634	1337.9	1908.6	1298.8	1014.9	1311.8	1949.4	1497.2	1145.1	1370.5	1375.5	1440.1	1250.5	1509	1385	1266.9
10558-26	PCDH9	PCDH9	Q9HC56	3508.5	3703.2	1768.2	3207.5	2968.2	3593.5	3017.6	3507.1	4061.7	3507.7	2803.5	4398.3	3184.1	4151.6	3686.7	2076.3	3486.9	4362.9	4048.6	4005.9	5605.8	3475.9	4228.3	5469.4	2870.5	3392.5	2237.5	3952.1	4207.9	3724.5	3528.3	6567.1	4383.1	2959.5	4359.8	4005.3	6171	3204	3245.3	3408.3
10560-1	ITM2C	ITM2C	Q9NQX7	180.5	194.9	198.7	300.8	204	152.5	199.5	210.9	216.1	213.6	145	170.9	407	218	174	167.2	182.4	148.3	151.3	532.9	160.3	185.9	289.6	175.6	163.5	151.8	139.5	154.4	213.9	183.5	188.9	169	188.5	188.7	225.3	223.5	232.2	220.1	200.5	195.5
10561-5	PGRP-I-alpha	PGLYRP3	Q96LB9	632.1	648	780.4	571.4	712	655.3	730.6	769.7	674	637.7	747.4	478.6	531.5	620.2	595.5	992.6	590.3	417.5	554.1	545.2	486.9	473.7	1017.9	604.6	525.5	556.9	612.9	526.6	555.7	617.1	498.5	498.3	561.1	612.8	1012.3	579.3	873.7	682.9	641.9	647.2
10562-42	NETO2	NETO2	Q8NC67	571.9	491.1	388	599.5	466.7	494	749.3	413.9	580.1	524.2	543	1151.1	619.2	461	667.5	580.6	640.1	513.9	547.2	523.1	609	621	537	775.9	735.1	503.7	506.4	749.5	631.2	900.3	829.7	490.9	533.9	752.3	609.5	491.4	575.3	552.3	498.7	488.9
10563-13	LYSM3	LYSMD3	Q7Z3D4	110.5	117.5	125.3	117.7	108.9	123.6	127.2	128.7	205	209.1	118.9	129.8	157.5	122.7	117.9	117.6	147.2	110.5	112.1	155.8	120.9	136.1	126.5	140.2	142	113.9	119.8	119.5	111.1	124.1	116.3	132	120.4	124.4	124.5	122.1	169.1	123.8	121	116.7
10565-19	SLIK3	SLITRK3	O94933	3406.1	4270.1	2888.6	4944.6	3332.5	2621.5	3253.3	4509.9	4377.3	5256.7	2853.8	6338.8	4472.5	2886.6	4767.3	4178	4134.5	5948.8	3462.6	6669.8	5883	4133.4	4006.1	2782.9	6143.3	6039.9	3650.5	3808.1	2864.7	4506.5	3958.4	5326.9	4401.4	3122.4	7829	3540.4	3770.9	3909.6	4884.1	3972.9
10569-28	MFAP2	MFAP2	P55001	880.8	913.7	1398.9	871.9	765.1	894.5	858.9	1091.6	905.9	1062.9	1594.6	996.7	1196.1	910.7	1004.6	2338.5	990.4	975.6	1003.5	969.8	868.2	1001	980.4	902	968.2	917.6	1200.2	830	720.5	816.1	1092.3	973.9	844.4	957.1	727	804.6	944.8	766.8	788.2	835.3
10571-14	MGAT1	MGAT1	P26572	474.2	434.8	287.5	376.4	585.5	283.1	440.8	310.6	591.2	430.4	257.8	398.4	346	623.5	918.6	291.2	321.1	331.4	348.6	331.2	337.9	485.4	519.9	461.7	304.9	334.5	281.5	310.5	382.2	385.8	368.5	495.1	362.9	327.5	393.9	390.3	338.1	336.4	307.6	333.4
10572-65	CST8	CST8	O60676	9664	8305	7224.9	8100.1	12069.9	7677.3	8147.4	6946.2	9899.2	8596.6	5200.5	6654.4	7359.6	9694.1	10014.6	4962.3	9842.4	7136	5102.8	7203.1	11593.2	6765.2	11660.5	10314.9	6984.4	9558.3	4914.9	7651.9	11882.5	8754.4	9285.6	6005.9	6854.8	8213.4	9995.4	8348.3	11950.1	10185.3	10501.7	7550.8
